Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,Neighborhood,Condition1,Condition2,GrLivArea,TotalBsmtSF,GarageArea,OverallQual,OverallCond,YearBuilt,CentralAir,Fireplaces,PoolArea,YrSold,MoSold,SaleCondition,SalePrice,UnitPrice,NeighborhoodAvgUnitPrice
355,50,RL,60.0,8400,Pave,NA,SWISU,Norm,Norm,1595,940,240,6,5,1940,1,2,0,2006,6,Normal,140000,87.7742946708464,84.75523335164974
356,20,RL,105.0,11249,Pave,NA,CollgCr,Norm,Norm,1200,1200,521,6,5,1995,1,0,0,2007,8,Normal,177500,147.91666666666666,136.78367951579068
357,20,RL,69.0,9248,Pave,NA,Gilbert,Norm,Norm,1167,1158,400,6,6,1992,1,0,0,2009,7,Normal,173000,148.2433590402742,119.11493125681703
358,120,RM,44.0,4224,Pave,NA,MeadowV,Norm,Norm,1142,1142,528,5,5,1976,1,1,0,2007,8,Normal,134000,117.33800350262698,101.92620057171746
359,80,RL,92.0,6930,Pave,NA,ClearCr,Norm,Norm,1352,1062,288,5,4,1958,1,0,0,2006,7,Abnorml,130000,96.15384615384616,124.24298891029504
360,60,RL,78.0,12011,Pave,NA,NoRidge,Norm,Norm,1924,1086,592,8,5,1998,1,1,0,2006,6,Normal,280000,145.53014553014552,132.27168705070494
361,85,RL,69.0,7540,Pave,NA,Mitchel,Norm,Norm,912,888,470,6,6,1978,1,1,0,2007,6,Normal,156000,171.05263157894737,126.01744863615829
362,50,RL,69.0,9144,Pave,Pave,BrkSide,Norm,Norm,1505,883,240,5,5,1940,1,0,0,2008,7,Normal,145000,96.34551495016612,105.96680854866048
363,85,RL,64.0,7301,Pave,NA,Edwards,Norm,Norm,1922,0,672,7,5,2003,1,1,0,2009,7,Normal,198500,103.27783558792925,101.83295816841985
364,160,RM,21.0,1680,Pave,NA,BrDale,Norm,Norm,987,483,264,6,8,1972,1,0,0,2009,5,Normal,118000,119.55420466058764,91.95054338209854
365,60,RL,69.0,18800,Pave,NA,NWAmes,Norm,Norm,1574,796,566,6,5,1976,1,1,0,2006,7,Normal,190000,120.71156289707751,111.84834925438751
366,70,RM,59.0,10690,Pave,NA,IDOTRR,Norm,Norm,1344,672,468,5,7,1920,1,0,0,2009,7,Normal,147000,109.375,89.1360425104863
367,20,RL,69.0,9500,Pave,NA,NAmes,Norm,Norm,1394,1394,514,6,5,1963,1,2,0,2009,7,Normal,159000,114.06025824964132,116.08938532777013
368,80,RL,101.0,9150,Pave,NA,NAmes,Norm,Norm,1431,1099,296,6,5,1962,1,1,0,2008,12,Normal,165000,115.30398322851153,116.08938532777013
369,20,RL,78.0,7800,Pave,NA,NAmes,Norm,Norm,1268,1268,244,5,6,1954,1,1,0,2010,3,Normal,132000,104.10094637223975,116.08938532777013
370,20,RL,69.0,9830,Pave,NA,NAmes,Norm,Norm,1287,1063,576,5,7,1959,1,1,0,2010,3,Normal,162000,125.87412587412588,116.08938532777013
371,60,RL,69.0,8121,Pave,NA,Gilbert,Norm,Norm,1664,953,460,6,5,2000,1,1,0,2006,1,Normal,172400,103.60576923076923,119.11493125681703
372,50,RL,80.0,17120,Pave,NA,ClearCr,Feedr,Norm,1588,0,680,4,4,1959,1,1,0,2008,7,Normal,134432,84.65491183879094,124.24298891029504
373,120,RL,50.0,7175,Pave,NA,SawyerW,Norm,Norm,752,744,264,6,5,1984,1,0,0,2010,2,Normal,125000,166.22340425531914,119.70442421965492
374,20,RL,79.0,10634,Pave,NA,NAmes,Norm,Norm,1319,608,270,5,6,1953,1,0,0,2009,11,Normal,123000,93.2524639878696,116.08938532777013
375,60,RL,65.0,8200,Pave,NA,CollgCr,Norm,Norm,1928,847,434,7,5,2003,1,1,0,2007,7,Normal,219500,113.84854771784232,136.78367951579068
376,30,RL,69.0,10020,Pave,NA,Edwards,Norm,Norm,904,683,0,1,1,1922,0,0,0,2009,3,Normal,61000,67.47787610619469,101.83295816841985
377,85,RL,57.0,8846,Pave,NA,CollgCr,Norm,Norm,914,870,576,5,5,1996,1,0,0,2006,7,Normal,148000,161.92560175054706,136.78367951579068
378,60,FV,102.0,11143,Pave,NA,Somerst,Norm,Norm,2466,1580,610,8,5,2004,1,1,0,2007,12,Normal,340000,137.87510137875103,141.3359664248121
379,20,RL,88.0,11394,Pave,NA,StoneBr,Norm,Norm,1856,1856,834,9,2,2010,1,1,0,2010,6,Partial,394432,212.51724137931035,165.40227532235397
380,60,RL,60.0,8123,Pave,NA,Gilbert,RRAn,Norm,1800,982,463,6,5,2000,1,1,0,2009,6,Normal,179000,99.44444444444444,119.11493125681703
381,50,RL,50.0,5000,Pave,Pave,SWISU,Norm,Norm,1691,1026,308,5,6,1924,1,1,0,2010,5,Normal,127000,75.10348905972798,84.75523335164974
382,20,FV,60.0,7200,Pave,Pave,Somerst,Norm,Norm,1301,1293,572,7,5,2006,1,1,0,2006,8,Partial,187750,144.31206764027672,141.3359664248121
383,60,RL,79.0,9245,Pave,NA,CollgCr,Norm,Norm,1797,939,639,7,5,2006,1,0,0,2007,4,Normal,213500,118.80912632164718,136.78367951579068
384,45,RH,60.0,9000,Pave,NA,SawyerW,Norm,Norm,784,784,360,6,3,1928,0,0,0,2009,10,Normal,76000,96.93877551020408,119.70442421965492
385,60,RL,69.0,53107,Pave,NA,ClearCr,Feedr,Norm,1953,1580,501,6,5,1992,1,2,0,2007,6,Normal,240000,122.88786482334869,124.24298891029504
386,120,RL,43.0,3182,Pave,NA,Blmngtn,Norm,Norm,1269,1256,430,8,5,2004,1,1,0,2010,4,Normal,192000,151.30023640661938,136.56697363609894
387,50,RL,58.0,8410,Pave,NA,Edwards,Feedr,Norm,1184,658,0,5,3,1910,1,0,0,2006,5,AdjLand,81000,68.41216216216216,101.83295816841985
388,80,RL,72.0,7200,Pave,NA,Edwards,Norm,Norm,1125,1041,352,6,6,1976,1,1,0,2009,10,Abnorml,125000,111.11111111111111,101.83295816841985
389,20,RL,93.0,9382,Pave,NA,CollgCr,Norm,Norm,1479,1468,577,7,5,1999,1,0,0,2008,7,Normal,191000,129.14131169709262,136.78367951579068
390,60,RL,96.0,12474,Pave,NA,NridgHt,Norm,Norm,2332,1682,846,10,5,2007,1,1,0,2008,8,Partial,426000,182.67581475128645,164.57805723210188
391,50,RL,50.0,8405,Pave,Grvl,Edwards,Norm,Norm,1367,861,384,5,8,1900,1,0,0,2008,4,Normal,119000,87.05193855157279,101.83295816841985
392,60,RL,71.0,12209,Pave,NA,Mitchel,Norm,Norm,1961,804,560,6,5,2001,1,1,0,2009,6,Normal,215000,109.63793982661907,126.01744863615829
393,20,RL,69.0,8339,Pave,NA,NAmes,Norm,Norm,882,0,294,5,7,1959,1,0,0,2007,7,Normal,106500,120.74829931972789,116.08938532777013
394,30,RL,69.0,7446,Pave,NA,BrkSide,Feedr,Norm,788,788,0,4,5,1941,1,2,0,2006,4,Abnorml,100000,126.90355329949239,105.96680854866048
395,50,RL,60.0,10134,Pave,NA,OldTown,Norm,Norm,1034,735,240,5,6,1940,1,0,0,2007,7,Normal,109000,105.41586073500967,91.42728199677266
396,20,RL,68.0,9571,Pave,NA,Edwards,Norm,Norm,1144,1144,596,5,6,1956,1,0,0,2010,6,Normal,129000,112.76223776223776,101.83295816841985
397,20,RL,60.0,7200,Pave,NA,CollgCr,Norm,Norm,894,894,600,5,5,1972,1,0,0,2009,9,Normal,123000,137.58389261744966,136.78367951579068
398,60,RL,69.0,7590,Pave,NA,NAmes,PosN,Norm,1812,864,264,5,5,1962,1,1,0,2007,7,Normal,169500,93.54304635761589,116.08938532777013
399,30,RM,60.0,8967,Pave,NA,IDOTRR,Norm,Norm,1077,961,338,5,2,1920,1,0,0,2007,11,Abnorml,67000,62.20984215413185,89.1360425104863
400,60,FV,65.0,8125,Pave,NA,Somerst,Norm,Norm,1550,1092,438,7,5,2006,1,0,0,2009,10,Normal,241000,155.48387096774192,141.3359664248121
401,120,RL,38.0,14963,Pave,NA,Veenker,Norm,Norm,1288,1260,500,8,5,1996,1,2,0,2008,12,Normal,245500,190.6055900621118,154.9809137507573
402,20,RL,65.0,8767,Pave,NA,CollgCr,Norm,Norm,1310,1310,400,7,5,2005,1,1,0,2006,7,Partial,164990,125.94656488549619,136.78367951579068
403,30,RL,60.0,10200,Pave,NA,Sawyer,Norm,Norm,672,672,240,5,8,1940,1,0,0,2008,8,Normal,108000,160.71428571428572,117.85616299660873
404,60,RL,93.0,12090,Pave,NA,NoRidge,Norm,Norm,2263,1141,420,8,5,1998,1,1,0,2006,7,Abnorml,258000,114.00795404330535,132.27168705070494
405,60,RL,69.0,10364,Pave,NA,Gilbert,Norm,Norm,1572,806,373,6,5,1995,1,1,0,2007,5,Normal,168000,106.87022900763358,119.11493125681703
406,20,RL,69.0,9991,Pave,NA,Sawyer,Feedr,Norm,1620,1281,490,4,4,1976,1,1,0,2009,6,Normal,150000,92.5925925925926,117.85616299660873
407,50,RL,51.0,10480,Pave,NA,SWISU,Norm,Norm,1639,1064,240,6,5,1936,1,0,0,2008,3,Normal,115000,70.1647345942648,84.75523335164974
408,70,RL,63.0,15576,Pave,NA,Crawfor,Norm,Norm,1680,840,308,6,7,1915,1,0,0,2008,3,Normal,177000,105.35714285714286,120.25482638137272
409,60,RL,109.0,14154,Pave,NA,NridgHt,Norm,Norm,2172,1063,947,7,5,2006,1,1,0,2007,8,Partial,280000,128.9134438305709,164.57805723210188
410,60,FV,85.0,10800,Pave,NA,Somerst,Norm,Norm,2078,1034,836,8,5,2007,1,1,0,2008,4,Partial,339750,163.4985563041386,141.3359664248121
411,20,RL,68.0,9571,Pave,NA,Edwards,Norm,Norm,1276,1276,350,5,3,1958,1,0,0,2009,6,Abnorml,60000,47.02194357366771,101.83295816841985
412,190,RL,100.0,34650,Pave,NA,Gilbert,Norm,Norm,1056,1056,572,5,5,1955,0,0,0,2006,1,Normal,145000,137.31060606060606,119.11493125681703
413,20,FV,69.0,4403,Pave,NA,Somerst,Norm,Norm,1478,1470,484,7,5,2009,1,1,0,2010,6,Partial,222000,150.20297699594045,141.3359664248121
414,30,RM,56.0,8960,Pave,Grvl,OldTown,Artery,Norm,1028,1008,360,5,6,1927,1,1,0,2010,3,Normal,115000,111.86770428015564,91.42728199677266
415,60,RL,59.0,11228,Pave,NA,SawyerW,Norm,Norm,2097,1080,678,7,5,1993,1,1,0,2008,12,Normal,228000,108.72675250357653,119.70442421965492
416,20,RL,73.0,8899,Pave,NA,Gilbert,Norm,Norm,1340,1340,396,7,5,2007,1,0,0,2007,8,Partial,181134,135.17462686567166,119.11493125681703
417,60,RL,74.0,7844,Pave,NA,Sawyer,Norm,Norm,1400,672,440,6,7,1978,1,1,0,2006,3,Normal,149500,106.78571428571429,117.85616299660873
418,70,RL,86.0,22420,Pave,NA,Crawfor,Feedr,Norm,2624,1370,864,6,6,1918,0,1,0,2007,11,Normal,239000,91.08231707317073,120.25482638137272
419,50,RL,60.0,8160,Pave,NA,Edwards,Norm,Norm,1134,756,240,5,6,1940,0,0,0,2007,4,AdjLand,126000,111.11111111111111,101.83295816841985
420,20,RL,65.0,8450,Pave,NA,NAmes,Norm,Norm,1056,1056,304,5,6,1968,1,1,0,2010,7,Normal,142000,134.46969696969697,116.08938532777013
421,90,RM,78.0,7060,Pave,NA,Mitchel,Norm,Norm,1344,1344,784,7,5,1997,1,0,0,2008,11,Alloca,206300,153.4970238095238,126.01744863615829
422,20,RL,69.0,16635,Pave,NA,NWAmes,Norm,Norm,1602,1602,529,6,7,1977,1,1,0,2009,6,Normal,215000,134.207240948814,111.84834925438751
423,20,RL,100.0,21750,Pave,NA,Mitchel,Artery,Norm,988,988,520,5,5,1954,1,0,0,2008,2,Normal,113000,114.37246963562752,126.01744863615829
424,60,RL,80.0,9200,Pave,NA,NoRidge,Norm,Norm,2630,1470,696,8,5,1998,1,1,0,2008,6,Normal,315000,119.77186311787072,132.27168705070494
425,20,RL,72.0,9000,Pave,NA,NAmes,Norm,Norm,1196,1196,297,6,5,1956,1,1,0,2008,5,Normal,139000,116.22073578595318,116.08938532777013
426,60,RM,60.0,3378,Pave,Grvl,OldTown,Norm,Norm,1389,651,240,7,8,1946,1,2,0,2009,9,Normal,135000,97.19222462203024,91.42728199677266
427,80,RL,69.0,12800,Pave,NA,SawyerW,Norm,Norm,1644,1518,569,7,5,1989,1,1,0,2009,8,Normal,275000,167.27493917274938,119.70442421965492
428,20,RL,77.0,8593,Pave,NA,NAmes,Norm,Norm,907,907,352,4,6,1957,1,0,0,2008,7,Normal,109008,120.18522601984564,116.08938532777013
429,20,RL,64.0,6762,Pave,NA,CollgCr,Norm,Norm,1208,1208,628,7,5,2007,1,0,0,2007,9,Partial,195400,161.75496688741723,136.78367951579068
430,20,RL,130.0,11457,Pave,NA,Timber,Norm,Norm,1412,1392,576,6,5,1988,1,1,0,2009,3,Normal,175000,123.93767705382436,139.76648322039009
431,160,RM,21.0,1680,Pave,NA,BrDale,Norm,Norm,987,483,264,6,5,1971,1,0,0,2008,7,Abnorml,85400,86.52482269503547,91.95054338209854
432,50,RM,60.0,5586,Pave,NA,OldTown,Feedr,Norm,1198,901,0,6,7,1920,1,0,0,2008,9,Abnorml,79900,66.69449081803005,91.42728199677266
433,160,RM,24.0,1920,Pave,NA,BrDale,Norm,Norm,1365,765,440,5,5,1971,1,0,0,2007,8,Normal,122500,89.74358974358974,91.95054338209854
434,60,RL,100.0,10839,Pave,NA,Gilbert,Norm,Norm,1604,926,470,6,5,1997,1,1,0,2008,7,Normal,181000,112.8428927680798,119.11493125681703
435,180,RM,21.0,1890,Pave,NA,MeadowV,Norm,Norm,630,630,0,4,7,1972,1,0,0,2008,6,Normal,81000,128.57142857142858,101.92620057171746
436,60,RL,43.0,10667,Pave,NA,CollgCr,PosN,Norm,1661,799,550,7,6,1996,1,1,0,2009,4,Normal,212000,127.63395544852499,136.78367951579068
437,50,RM,40.0,4400,Pave,NA,OldTown,Norm,Norm,1118,648,440,6,8,1920,1,0,0,2006,10,Normal,116000,103.7567084078712,91.42728199677266
438,45,RM,50.0,6000,Pave,NA,BrkSide,Norm,Norm,904,884,180,6,7,1926,1,0,0,2009,1,Normal,119000,131.63716814159292,105.96680854866048
439,30,RL,40.0,4280,Pave,NA,Crawfor,Norm,Norm,694,440,352,5,6,1913,0,1,0,2007,3,Normal,90350,130.18731988472624,120.25482638137272
440,50,RL,67.0,12354,Pave,Grvl,Edwards,Norm,Norm,1196,684,528,6,8,1920,1,0,0,2009,8,Normal,110000,91.97324414715719,101.83295816841985
441,20,RL,105.0,15431,Pave,NA,NridgHt,Norm,Norm,2402,3094,672,10,5,2008,1,2,0,2009,4,Normal,555000,231.05745212323063,164.57805723210188
442,90,RL,92.0,12108,Pave,NA,Edwards,Norm,Norm,1440,1440,0,4,4,1955,0,0,0,2008,9,Normal,118000,81.94444444444444,101.83295816841985
443,50,RM,52.0,6240,Pave,NA,BrkSide,Norm,Norm,1573,1078,360,5,7,1930,1,1,0,2008,6,Normal,162900,103.56007628734902,105.96680854866048
444,120,RL,53.0,3922,Pave,NA,Blmngtn,Norm,Norm,1258,1258,648,7,5,2006,1,1,0,2007,6,Partial,172500,137.12241653418124,136.56697363609894
445,60,RL,70.0,8750,Pave,NA,CollgCr,Norm,Norm,1908,915,493,7,5,1994,1,1,0,2008,7,Normal,210000,110.062893081761,136.78367951579068
446,20,RL,73.0,9855,Pave,NA,Edwards,Norm,Norm,1689,1436,480,6,5,1956,1,1,0,2009,11,Normal,127500,75.48845470692717,101.83295816841985
447,20,RL,137.0,16492,Pave,NA,NAmes,PosA,Norm,1888,1517,578,6,6,1966,1,1,0,2010,6,Normal,190000,100.63559322033899,116.08938532777013
448,60,RL,69.0,11214,Pave,NA,Gilbert,Norm,Norm,1886,930,431,7,5,1998,1,1,0,2006,7,Normal,199900,105.9915164369035,119.11493125681703
449,50,RM,50.0,8600,Pave,NA,IDOTRR,Norm,Norm,1376,780,198,6,6,1937,1,1,0,2006,6,Normal,119500,86.84593023255815,89.1360425104863
450,50,RM,50.0,6000,Pave,NA,OldTown,Norm,Norm,1183,649,308,3,7,1948,1,0,0,2007,6,Normal,120000,101.43702451394759,91.42728199677266
451,30,RM,70.0,5684,Pave,NA,OldTown,Norm,Norm,813,813,270,6,8,1930,1,0,0,2006,6,Normal,110000,135.30135301353013,91.42728199677266
452,20,RL,62.0,70761,Pave,NA,ClearCr,Norm,Norm,1533,1533,576,7,5,1975,1,2,0,2006,12,Normal,280000,182.64840182648402,124.24298891029504
453,60,RL,69.0,9303,Pave,NA,Timber,Norm,Norm,1756,872,422,6,5,1996,1,0,0,2007,7,Normal,204000,116.17312072892939,139.76648322039009
454,60,FV,75.0,9000,Pave,NA,Somerst,Norm,Norm,1590,768,676,8,5,2008,1,0,0,2009,6,Normal,210000,132.0754716981132,141.3359664248121
455,90,RL,63.0,9297,Pave,NA,Mitchel,Norm,Norm,1728,1728,560,5,5,1976,1,0,0,2006,7,Family,188000,108.79629629629629,126.01744863615829
456,20,RL,80.0,9600,Pave,NA,NWAmes,Norm,Norm,1242,1242,528,7,6,1973,1,1,0,2007,9,Normal,175500,141.30434782608697,111.84834925438751
457,70,RM,34.0,4571,Pave,Grvl,OldTown,Norm,Norm,1344,624,513,5,5,1916,0,0,0,2008,5,Abnorml,98000,72.91666666666667,91.42728199677266
458,20,RL,69.0,53227,Pave,NA,ClearCr,Norm,Norm,1663,1364,529,4,6,1954,1,2,0,2008,3,Normal,256000,153.9386650631389,124.24298891029504
459,70,RM,69.0,5100,Pave,Grvl,OldTown,Norm,Norm,1666,588,228,8,7,1925,1,1,0,2008,6,Normal,161000,96.63865546218487,91.42728199677266
460,50,RL,69.0,7015,Pave,NA,BrkSide,Norm,Norm,1203,709,352,5,4,1950,1,1,0,2009,7,Normal,110000,91.4380714879468,105.96680854866048
461,60,FV,75.0,8004,Pave,NA,Somerst,RRAn,Norm,1935,832,552,8,5,2009,1,0,0,2009,12,Partial,263435,136.1421188630491,141.3359664248121
462,70,RL,60.0,7200,Pave,NA,SWISU,Feedr,Norm,1135,560,576,7,9,1936,1,0,0,2009,4,Normal,155000,136.56387665198238,84.75523335164974
463,20,RL,60.0,8281,Pave,NA,Sawyer,Norm,Norm,864,864,360,5,5,1965,1,1,0,2009,12,Normal,62383,72.20254629629629,117.85616299660873
464,70,RL,74.0,11988,Pave,NA,Crawfor,Norm,Norm,1660,715,240,6,7,1934,1,1,0,2008,8,Normal,188700,113.67469879518072,120.25482638137272
465,20,RL,60.0,8430,Pave,NA,CollgCr,Norm,Norm,1040,1040,0,5,5,1978,1,0,0,2009,8,Normal,124000,119.23076923076923,136.78367951579068
466,120,RM,69.0,3072,Pave,NA,Blmngtn,Norm,Norm,1414,1375,398,7,5,2004,1,1,0,2006,5,Normal,178740,126.4073550212164,136.56697363609894
467,20,RL,85.0,10628,Pave,NA,NAmes,Norm,Norm,1277,1277,526,7,5,1970,1,1,0,2007,4,Normal,167000,130.7752545027408,116.08938532777013
468,70,RL,79.0,9480,Pave,NA,NAmes,Artery,Norm,1644,728,312,5,7,1942,1,2,0,2007,6,Normal,146500,89.11192214111922,116.08938532777013
469,20,RL,98.0,11428,Pave,NA,NridgHt,Norm,Norm,1634,1626,866,8,5,2006,1,1,0,2007,5,Normal,250000,152.99877600979192,164.57805723210188
470,60,RL,76.0,9291,Pave,NA,SawyerW,RRNe,Norm,1710,832,506,6,5,1993,1,0,0,2008,6,Normal,187000,109.35672514619883,119.70442421965492
471,120,RL,69.0,6820,Pave,NA,StoneBr,Norm,Norm,1502,1488,528,8,5,1985,1,0,0,2010,6,Normal,212000,141.1451398135819,165.40227532235397
472,60,RL,92.0,11952,Pave,NA,NWAmes,PosA,Norm,1969,808,534,7,6,1977,1,1,0,2007,11,Normal,190000,96.49568308786186,111.84834925438751
473,180,RM,35.0,3675,Pave,NA,Edwards,Norm,Norm,1072,547,525,6,5,2005,1,0,0,2008,6,Normal,148000,138.0597014925373,101.83295816841985
474,20,RL,110.0,14977,Pave,NA,NridgHt,Norm,Norm,1976,1976,908,8,5,2006,1,1,0,2007,7,Partial,440000,222.67206477732793,164.57805723210188
475,120,RL,41.0,5330,Pave,NA,StoneBr,Norm,Norm,1652,1494,499,8,5,2000,1,0,0,2007,8,Normal,251000,151.9370460048426,165.40227532235397
476,20,RL,80.0,8480,Pave,NA,Sawyer,Norm,Norm,970,970,624,5,6,1963,1,0,0,2007,7,Normal,132500,136.5979381443299,117.85616299660873
477,20,RL,75.0,13125,Pave,NA,CollgCr,Norm,Norm,1493,1478,508,6,5,1997,1,1,0,2008,4,Normal,208900,139.91962491627595,136.78367951579068
478,60,RL,105.0,13693,Pave,NA,NridgHt,Norm,Norm,2643,2153,694,9,5,2006,1,1,0,2007,3,Normal,380000,143.77601210745365,164.57805723210188
479,20,RL,79.0,10637,Pave,NA,CollgCr,Norm,Norm,1718,1705,826,8,5,2007,1,1,0,2009,9,Normal,297000,172.8754365541327,136.78367951579068
480,30,RM,50.0,5925,Pave,NA,OldTown,Norm,Norm,1131,907,672,4,7,1937,1,0,0,2007,3,Alloca,89471,79.1078691423519,91.42728199677266
481,20,RL,98.0,16033,Pave,NA,NridgHt,Norm,Norm,1850,1833,772,9,5,2004,1,1,0,2006,3,Normal,326000,176.21621621621622,164.57805723210188
482,20,RL,72.0,11846,Pave,NA,NridgHt,Norm,Norm,1792,1792,874,9,5,2003,1,1,0,2006,8,Normal,374000,208.70535714285714,164.57805723210188
483,70,RM,50.0,2500,Pave,Pave,OldTown,Norm,Norm,1826,910,164,7,8,1915,1,1,0,2009,6,Normal,155000,84.88499452354874,91.42728199677266
484,120,RM,32.0,4500,Pave,NA,Mitchel,Norm,Norm,1216,1216,402,6,5,1998,1,0,0,2006,5,Normal,164000,134.8684210526316,126.01744863615829
485,20,RL,69.0,7758,Pave,NA,Sawyer,Norm,Norm,999,999,264,5,7,1962,1,0,0,2007,3,Normal,132500,132.63263263263264,117.85616299660873
486,20,RL,80.0,9600,Pave,NA,NAmes,Norm,Norm,1113,1113,264,5,7,1950,1,1,0,2009,7,Normal,147000,132.0754716981132,116.08938532777013
487,20,RL,79.0,10289,Pave,NA,NAmes,Norm,Norm,1073,1073,515,5,7,1965,1,0,0,2007,6,Normal,156000,145.38676607642125,116.08938532777013
488,20,RL,70.0,12243,Pave,NA,NWAmes,Norm,Norm,1484,1484,487,5,6,1971,1,1,0,2007,2,Normal,175000,117.9245283018868,111.84834925438751
489,190,RL,60.0,10800,Pave,NA,OldTown,Norm,Norm,2414,954,520,5,4,1900,0,1,0,2006,5,Normal,160000,66.28003314001657,91.42728199677266
490,180,RM,21.0,1526,Pave,NA,MeadowV,Norm,Norm,630,630,286,4,8,1970,1,0,0,2009,5,Normal,86000,136.5079365079365,101.92620057171746
491,160,RM,69.0,2665,Pave,NA,MeadowV,Norm,Norm,1304,264,336,5,6,1976,1,1,0,2008,6,Normal,115000,88.19018404907976,101.92620057171746
492,50,RL,79.0,9490,Pave,NA,NAmes,Artery,Norm,1578,806,240,6,7,1941,1,2,0,2006,8,Normal,133000,84.28390367553865,116.08938532777013
493,60,RL,105.0,15578,Pave,NA,Gilbert,Norm,Norm,1456,728,429,6,5,2006,1,0,0,2006,5,Partial,172785,118.67101648351648,119.11493125681703
494,20,RL,70.0,7931,Pave,NA,NAmes,Norm,Norm,1269,1269,308,5,6,1960,1,1,0,2008,6,Normal,155000,122.14342001576044,116.08938532777013
495,30,RM,50.0,5784,Pave,NA,OldTown,Artery,Norm,886,190,273,5,8,1938,1,0,0,2009,12,Normal,91300,103.04740406320542,91.42728199677266
496,30,C (all),60.0,7879,Pave,NA,IDOTRR,Norm,Norm,720,720,0,4,5,1920,0,0,0,2009,11,Abnorml,34900,48.47222222222222,89.1360425104863
497,20,RL,69.0,12692,Pave,NA,NoRidge,Norm,Norm,3228,3200,546,8,5,1992,1,1,0,2007,5,Normal,430000,133.20941759603468,132.27168705070494
498,50,RL,60.0,9120,Pave,Pave,BrkSide,Norm,Norm,1820,1026,240,7,6,1925,1,0,0,2008,6,Normal,184000,101.0989010989011,105.96680854866048
499,20,RL,65.0,7800,Pave,NA,Sawyer,Norm,Norm,899,864,288,5,7,1967,1,0,0,2009,6,Normal,130000,144.60511679644048,117.85616299660873
500,20,RL,70.0,7535,Pave,NA,NAmes,Norm,Norm,912,912,297,5,7,1958,1,0,0,2007,6,Normal,120000,131.57894736842104,116.08938532777013
501,160,RM,21.0,1890,Pave,NA,BrDale,Norm,Norm,1218,672,264,6,5,1973,1,0,0,2007,5,Normal,113000,92.77504105090313,91.95054338209854
502,60,FV,75.0,9803,Pave,NA,Somerst,Norm,Norm,1768,866,603,7,5,2005,1,0,0,2008,2,Normal,226700,128.2239819004525,141.3359664248121
503,20,RL,70.0,9170,Pave,NA,Edwards,Feedr,Norm,1214,1214,461,5,7,1965,1,0,0,2007,4,Normal,140000,115.32125205930807,101.83295816841985
504,20,RL,100.0,15602,Pave,NA,Crawfor,Norm,Norm,1801,1501,484,7,8,1959,1,2,0,2010,3,Normal,289000,160.46640755136036,120.25482638137272
505,160,RL,24.0,2308,Pave,NA,NPkVill,Norm,Norm,1322,855,440,6,5,1974,1,1,0,2009,6,Normal,147000,111.19515885022693,116.72689144012816
506,90,RM,60.0,7596,Pave,Grvl,OldTown,Artery,Norm,1960,960,400,5,5,1952,1,0,0,2009,7,Normal,124500,63.52040816326531,91.42728199677266
507,60,RL,80.0,9554,Pave,NA,SawyerW,Norm,Norm,1911,777,471,8,5,1993,1,1,0,2006,9,Normal,215000,112.50654107796964,119.70442421965492
508,20,FV,75.0,7862,Pave,NA,Somerst,Norm,Norm,1218,1218,676,6,5,2009,1,0,0,2009,9,Partial,208300,171.01806239737274,141.3359664248121
509,70,RM,60.0,9600,Pave,NA,OldTown,Norm,Norm,1378,689,360,7,9,1928,1,1,0,2008,10,Normal,161000,116.83599419448475,91.42728199677266
510,20,RL,80.0,9600,Pave,NA,NAmes,Norm,Norm,1041,1041,270,5,6,1959,1,0,0,2009,7,Normal,124500,119.59654178674351,116.08938532777013
511,20,RL,75.0,14559,Pave,NA,NAmes,Norm,Norm,1363,1008,288,5,7,1951,1,2,0,2009,6,Normal,164900,120.98312545854732,116.08938532777013
512,120,RL,40.0,6792,Pave,NA,NridgHt,Norm,Norm,1368,1368,474,7,5,2005,1,1,0,2006,3,Partial,202665,148.1469298245614,164.57805723210188
513,20,RL,70.0,9100,Pave,NA,NAmes,Feedr,Norm,864,864,624,5,5,1958,1,0,0,2006,7,Normal,129900,150.34722222222223,116.08938532777013
514,20,RL,71.0,9187,Pave,NA,Mitchel,Norm,Norm,1080,1084,484,6,5,1983,1,0,0,2007,6,Normal,134000,124.07407407407408,126.01744863615829
515,45,RL,55.0,10594,Pave,NA,Crawfor,Norm,Norm,789,768,200,5,5,1926,0,0,0,2007,6,Normal,96500,122.30671736375159,120.25482638137272
516,20,RL,94.0,12220,Pave,NA,NridgHt,Norm,Norm,2020,2006,900,10,5,2009,1,1,0,2009,9,Partial,402861,199.43613861386137,164.57805723210188
517,80,RL,69.0,10448,Pave,NA,NWAmes,Norm,Norm,2119,689,583,6,6,1972,1,1,0,2009,8,Abnorml,158000,74.56347333647948,111.84834925438751
518,60,RL,79.0,10208,Pave,NA,NoRidge,Norm,Norm,2344,1264,889,7,5,1996,1,1,0,2009,7,Normal,265000,113.05460750853243,132.27168705070494
519,60,RL,69.0,9531,Pave,NA,CollgCr,Norm,Norm,1796,794,546,6,5,1998,1,0,0,2007,5,Normal,211000,117.48329621380846,136.78367951579068
520,70,RL,53.0,10918,Pave,NA,Crawfor,Norm,Norm,2080,1276,282,7,9,1926,1,2,0,2009,6,Normal,234000,112.5,120.25482638137272
